project,label,dsp_plot_id,dsp_pedon_id,dsp_sample_id,layer_no,hzdesg,hrzdep_t,hrzdep_b,soc_fill,bd_hybrid
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-5,5,Bt,33,65,0.426,1.29
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-6,6,Btg,65,90,0.218,1.3
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-7,7,Btg,90,100,0.296,1.34
OregonStateWoodburn,BAU,WoCT2,WoCT2-1,WoCT2-1-1,1,Ap,0,5,1.901,1.159
OregonStateWoodburn,BAU,WoCT2,WoCT2-1,WoCT2-1-2,2,Ap,5,10,1.909,1.3964999999999999
OregonStateWoodburn,BAU,WoCT2,WoCT2-1,WoCT2-1-3,3,Ap,10,25,1.941,1.4535
OregonStateWoodburn,BAU,WoCT2,WoCT2-1,WoCT2-1-4,4,Bt,25,58,0.982,1.3775
OregonStateWoodburn,BAU,WoCT2,WoCT2-1,WoCT2-1-5,5,Btg,58,100,0.398,1.4249999999999998
OregonStateWoodburn,BAU,WoCT2,WoCT2-2,WoCT2-2-1,1,Ap,0,5,2.258,1.22
OregonStateWoodburn,BAU,WoCT2,WoCT2-2,WoCT2-2-2,2,Ap,5,10,2.067,1.47
OregonStateWoodburn,BAU,WoCT2,WoCT2-2,WoCT2-2-3,3,Ap,10,25,2.118,1.53
OregonStateWoodburn,BAU,WoCT2,WoCT2-2,WoCT2-2-4,4,Bt,25,58,1.522,1.45
OregonStateWoodburn,BAU,WoCT2,WoCT2-2,WoCT2-2-5,5,Btg,58,100,0.548,1.5
OregonStateWoodburn,BAU,WoCT2,WoCT2-3,WoCT2-3-1,1,Ap,0,5,2.388,1.22
OregonStateWoodburn,BAU,WoCT2,WoCT2-3,WoCT2-3-2,2,Ap,5,10,2.322,1.47
OregonStateWoodburn,BAU,WoCT2,WoCT2-3,WoCT2-3-3,3,Ap,10,25,2.297,1.53
OregonStateWoodburn,BAU,WoCT2,WoCT2-3,WoCT2-3-4,4,Bt,25,58,1.311,1.45
OregonStateWoodburn,BAU,WoCT2,WoCT2-3,WoCT2-3-5,5,Btg,58,100,0.419,1.5
OregonStateWoodburn,BAU,WoCT3,WoCT3-1,WoCT3-1-1,1,Ap,0,5,1.628,1.2825
OregonStateWoodburn,BAU,WoCT3,WoCT3-1,WoCT3-1-2,2,Ap,5,10,1.593,1.4249999999999998
OregonStateWoodburn,BAU,WoCT3,WoCT3-1,WoCT3-1-3,3,Ap,10,22,1.555,1.3679999999999999
OregonStateWoodburn,BAU,WoCT3,WoCT3-1,WoCT3-1-4,4,Bt,22,57,0.432,1.4629999999999999
OregonStateWoodburn,BAU,WoCT3,WoCT3-1,WoCT3-1-5,5,Bt,57,100,0.222,1.2445
OregonStateWoodburn,BAU,WoCT3,WoCT3-2,WoCT3-2-1,1,Ap,0,5,1.798,1.35
OregonStateWoodburn,BAU,WoCT3,WoCT3-2,WoCT3-2-2,2,Ap,5,10,1.54,1.5
OregonStateWoodburn,BAU,WoCT3,WoCT3-2,WoCT3-2-3,3,Ap,10,22,1.451,1.44
OregonStateWoodburn,BAU,WoCT3,WoCT3-2,WoCT3-2-4,4,Bt,22,57,0.505,1.54
OregonStateWoodburn,BAU,WoCT3,WoCT3-2,WoCT3-2-5,5,Bt,57,100,0.226,1.31
OregonStateWoodburn,BAU,WoCT3,WoCT3-3,WoCT3-3-1,1,Ap,0,5,1.665,1.35
OregonStateWoodburn,BAU,WoCT3,WoCT3-3,WoCT3-3-2,2,Ap,5,10,1.547,1.5
OregonStateWoodburn,BAU,WoCT3,WoCT3-3,WoCT3-3-3,3,Ap,10,22,1.418,1.44
OregonStateWoodburn,BAU,WoCT3,WoCT3-3,WoCT3-3-4,4,Bt,22,57,0.784,1.54
OregonStateWoodburn,BAU,WoCT3,WoCT3-3,WoCT3-3-5,5,Bt,57,100,0.301,1.31
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-1,1,A,0,5,5.152,1.0285
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-2,2,A,5,10,2.26,1.139
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-3,3,A,10,29,1.446,1.19
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-4,4,Bt,29,51,1.214,1.1808
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-5,5,Btg,51,76,0.623,1.1645
OregonStateWoodburn,Ref,WoH1,WoH1-1,WoH1-1-6,6,Btg,76,100,0.18,1.0275
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-1,1,A,0,5,4.609,1.21
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-2,2,A,5,10,2.347,1.34
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-3,3,A,10,29,1.815,1.4
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-4,4,Bt,29,51,0.512,1.44
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-5,5,Btg,51,76,0.287,1.37
OregonStateWoodburn,Ref,WoH1,WoH1-2,WoH1-2-6,6,Btg,76,100,0.251,1.37
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-1,1,A,0,5,3.801,1.21
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-2,2,A,5,10,2.118,1.34
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-3,3,A,10,29,0.842,1.4
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-4,4,Bt,29,51,0.358,1.44
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-5,5,Btg,51,76,0.289,1.37
OregonStateWoodburn,Ref,WoH1,WoH1-3,WoH1-3-6,6,Btg,76,100,0.159,1.37
OregonStateWoodburn,Ref,WoH2,WoH2-1,WoH2-1-1,1,Ap,0,5,5.289,1.309
OregonStateWoodburn,Ref,WoH2,WoH2-1,WoH2-1-2,2,Ap,5,10,1.881,1.343
OregonStateWoodburn,Ref,WoH2,WoH2-1,WoH2-1-3,3,A,10,46,1.371,1.1645
OregonStateWoodburn,Ref,WoH2,WoH2-1,WoH2-1-4,4,AB,46,78,0.524,1.1729999999999998
OregonStateWoodburn,Ref,WoH2,WoH2-1,WoH2-1-5,5,Bt,78,100,0.324,1.1340000000000001
OregonStateWoodburn,Ref,WoH2,WoH2-2,WoH2-2-1,1,Ap,0,5,2.735,1.54
OregonStateWoodburn,Ref,WoH2,WoH2-2,WoH2-2-2,2,Ap,5,10,1.472,1.58
OregonStateWoodburn,Ref,WoH2,WoH2-2,WoH2-2-3,3,A,10,46,1.281,1.37
OregonStateWoodburn,Ref,WoH2,WoH2-2,WoH2-2-4,4,AB,46,78,0.648,1.38
OregonStateWoodburn,Ref,WoH2,WoH2-2,WoH2-2-5,5,Bt,78,100,0.318,1.26
OregonStateWoodburn,Ref,WoH2,WoH2-3,WoH2-3-1,1,Ap,0,5,2.246,1.54
OregonStateWoodburn,Ref,WoH2,WoH2-3,WoH2-3-2,2,Ap,5,10,1.563,1.58
OregonStateWoodburn,Ref,WoH2,WoH2-3,WoH2-3-3,3,A,10,46,1.134,1.37
OregonStateWoodburn,Ref,WoH2,WoH2-3,WoH2-3-4,4,AB,46,78,0.465,1.38
OregonStateWoodburn,Ref,WoH2,WoH2-3,WoH2-3-5,5,Bt,78,100,0.309,1.26
OregonStateWoodburn,Ref,WoH3,WoH3-1,WoH3-1-1,1,Ap,0,5,1.889,0.976
OregonStateWoodburn,Ref,WoH3,WoH3-1,WoH3-1-2,2,Ap,5,10,1.381,1.2480000000000002
OregonStateWoodburn,Ref,WoH3,WoH3-1,WoH3-1-3,3,A,10,45,0.694,1.1475
OregonStateWoodburn,Ref,WoH3,WoH3-1,WoH3-1-4,4,Bt,45,95,0.282,0.9099999999999999
OregonStateWoodburn,Ref,WoH3,WoH3-1,WoH3-1-5,5,Bt,95,100,0.197,0.9451999999999998
OregonStateWoodburn,Ref,WoH3,WoH3-2,WoH3-2-1,1,Ap,0,5,3.528,1.22
OregonStateWoodburn,Ref,WoH3,WoH3-2,WoH3-2-2,2,Ap,5,10,2.315,1.56
OregonStateWoodburn,Ref,WoH3,WoH3-2,WoH3-2-3,3,A,10,45,0.664,1.53
OregonStateWoodburn,Ref,WoH3,WoH3-2,WoH3-2-4,4,Bt,45,95,0.234,1.4
OregonStateWoodburn,Ref,WoH3,WoH3-2,WoH3-2-5,5,Bt,95,100,0.233,1.39
OregonStateWoodburn,Ref,WoH3,WoH3-3,WoH3-3-1,1,Ap,0,5,4.818,1.22
OregonStateWoodburn,Ref,WoH3,WoH3-3,WoH3-3-2,2,Ap,5,10,2.477,1.56
OregonStateWoodburn,Ref,WoH3,WoH3-3,WoH3-3-3,3,A,10,45,1.149,1.53
OregonStateWoodburn,Ref,WoH3,WoH3-3,WoH3-3-4,4,Bt,45,95,0.385,1.4
OregonStateWoodburn,Ref,WoH3,WoH3-3,WoH3-3-5,5,Bt,95,100,0.17,1.39
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-1,1,A,0,5,3.094,0.8999999999999999
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-2,2,A,5,10,2.861,0.99
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-3,3,AB,10,33,1.544,1.088
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-4,4,Bt,33,70,0.847,1.08
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-5,5,2Bt,70,90,0.464,1.35
OregonStateWoodburn,SHM,WoNT1,WoNT1-1,WoNT1-1-6,6,2Bt,90,100,0.44,1.343
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-1,1,A,0,5,2.905,1.2
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-2,2,A,5,10,2.889,1.32
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-3,3,AB,10,33,1.292,1.36
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-4,4,Bt,33,70,0.584,1.35
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-5,5,2Bt,70,90,0.45,1.5
OregonStateWoodburn,SHM,WoNT1,WoNT1-2,WoNT1-2-6,6,2Bt,90,100,0.54,1.58
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-1,1,A,0,5,2.825,1.2
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-2,2,A,5,10,2.336,1.32
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-3,3,AB,10,33,1.481,1.36
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-4,4,Bt,33,70,0.583,1.35
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-5,5,2Bt,70,90,0.435,1.5
OregonStateWoodburn,SHM,WoNT1,WoNT1-3,WoNT1-3-6,6,2Bt,90,100,0.483,1.58
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-1,1,Ap,0,5,2.819,1.0114999999999998
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-2,2,Ap,5,10,2.084,1.287
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-3,3,Ap,10,33,1.726,1.35
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-4,4,Bt,33,61,1.009,1.269
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-5,5,Bt,61,79,0.594,1.215
OregonStateWoodburn,SHM,WoNT2,WoNT2-1,WoNT2-1-6,6,Btg,79,100,0.335,1.0496
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-1,1,Ap,0,5,2.272,1.19
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-2,2,Ap,5,10,2.17,1.43
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-3,3,Ap,10,33,1.8,1.5
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-4,4,Bt,33,61,0.876,1.41
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-5,5,Bt,61,79,0.46,1.35
OregonStateWoodburn,SHM,WoNT2,WoNT2-2,WoNT2-2-6,6,Btg,79,100,0.249,1.28
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-1,1,Ap,0,5,2.402,1.19
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-2,2,Ap,5,10,1.467,1.43
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-3,3,Ap,10,33,1.782,1.5
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-4,4,Bt,33,61,0.932,1.41
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-5,5,Bt,61,79,0.546,1.35
OregonStateWoodburn,SHM,WoNT2,WoNT2-3,WoNT2-3-6,6,Btg,79,100,0.282,1.28
OregonStateWoodburn,SHM,WoNT3,WoNT3-1,WoNT3-1-1,1,Ap,0,5,3.098,1.053
OregonStateWoodburn,SHM,WoNT3,WoNT3-1,WoNT3-1-2,2,Ap,5,10,2.235,1.2060000000000002
OregonStateWoodburn,SHM,WoNT3,WoNT3-1,WoNT3-1-3,3,Ap,10,21,1.666,1.2240000000000002
OregonStateWoodburn,SHM,WoNT3,WoNT3-1,WoNT3-1-4,4,Bt,21,70,0.495,1.387
OregonStateWoodburn,SHM,WoNT3,WoNT3-1,WoNT3-1-5,5,Bt,70,100,0.215,1.269
OregonStateWoodburn,SHM,WoNT3,WoNT3-2,WoNT3-2-1,1,Ap,0,5,2.953,1.17
OregonStateWoodburn,SHM,WoNT3,WoNT3-2,WoNT3-2-2,2,Ap,5,10,2.067,1.34
OregonStateWoodburn,SHM,WoNT3,WoNT3-2,WoNT3-2-3,3,Ap,10,21,1.715,1.36
OregonStateWoodburn,SHM,WoNT3,WoNT3-2,WoNT3-2-4,4,Bt,21,70,0.595,1.46
OregonStateWoodburn,SHM,WoNT3,WoNT3-2,WoNT3-2-5,5,Bt,70,100,0.226,1.41
OregonStateWoodburn,SHM,WoNT3,WoNT3-3,WoNT3-3-1,1,Ap,0,5,2.542,1.17
OregonStateWoodburn,SHM,WoNT3,WoNT3-3,WoNT3-3-2,2,Ap,5,10,2.054,1.34
OregonStateWoodburn,SHM,WoNT3,WoNT3-3,WoNT3-3-3,3,Ap,10,21,1.456,1.36
OregonStateWoodburn,SHM,WoNT3,WoNT3-3,WoNT3-3-4,4,Bt,21,70,0.671,1.46
OregonStateWoodburn,SHM,WoNT3,WoNT3-3,WoNT3-3-5,5,Bt,70,100,0.231,1.41
